id,q1,q2,q3_1,q3_2,q3_3,q4_1,q4_2,q4_3,q5_1,q5_2,q5_3,q6,q7,q8_1,q8_2,q8_3,q8_4,q9,q10,sex,age,area,job,inc,edu,wt
645.0,국민 통합,매우 관심이 있다,통합,공정,혁신,사회 불공정 타파,국제외교 및 남북관계 긴장 완화,정치 제도 개혁,정치적 갈등 해소방안 마련,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",문재인(19대),나라다운 나라,보통,보통,그렇지 않다,보통,중하위,중도,남자,61.0,강원,무직/실업상태,200만원~300만원 미만,대학원 졸업,1.143
646.0,국민 통합,대체로 관심이 있다,인권,통합,공정,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,출산율 제고와 양육 문제,고령화 저출산 문제 해결,지역 균형 발전,한반도 평화와 통일 프로세스 구축,없다,,그렇다,그렇다,그렇다,그렇다,중위,중도,남자,72.0,서울,기타,100만원~200만원 미만,고등학교 졸업,1.35
647.0,공약 실천 방안 마련,별로 관심이 없다,상생,안전,공정,출산율 제고와 양육 문제,부동산 안정,사회 불공정 타파,경제 양극화 해소,고령화 저출산 문제 해결,신규 일자리 창출,노무현(16대),보편적 복지,전혀 그렇지 않다,보통,전혀 그렇지 않다,전혀 그렇지 않다,중위,중도,여자,60.0,서울,전업 주부,200만원~300만원 미만,대학교 (4년제) 졸업,1.143
648.0,국민 통합,매우 관심이 있다,공정,혁신,상생,부정부패 척결,사회 불공정 타파,일자리 창출 등 경제 활성화,신성장동력 첨단기술 육성,신규 일자리 창출,지역 균형 발전,없다,,보통,그렇지 않다,그렇지 않다,보통,중상위,진보,남자,40.0,광주,기업체 경영주(10인이상 고용),800만원 이상,대학교 (4년제) 졸업,0.786
649.0,국민 통합,매우 관심이 있다,통합,공정,평화,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,창의적 인재 육성을 위한 교육 개혁,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",박정희(5~9대),가난을 물리치고 보리 고개를 없에자,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,중위,매우 보수,남자,67.0,경기,자영업주(9인이하 고용),300만원~400만원 미만,대학교 (4년제) 졸업,1.143
650.0,공약 실천 방안 마련,매우 관심이 있다,상생,평화,혁신,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,사회 불공정 타파,창의적 인재 육성을 위한 교육 개혁,한반도 평화와 통일 프로세스 구축,경제 양극화 해소,노무현(16대),지역주의 타파,그렇지 않다,보통,전혀 그렇지 않다,매우 그렇다,중위,진보,남자,55.0,경남,전문직(준전문직 포함),300만원~400만원 미만,대학원 졸업,0.654
651.0,공약 실천 방안 마련,대체로 관심이 있다,회복,안전,정의,부동산 안정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,신규 일자리 창출,지역 균형 발전,경제 양극화 해소,없다,,그렇지 않다,전혀 그렇지 않다,그렇지 않다,전혀 그렇지 않다,중하위,보수,여자,53.0,서울,자영업주(9인이하 고용),500만원~600만원 미만,대학원 졸업,0.87
652.0,국민 통합,대체로 관심이 있다,통합,정의,공정,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,출산율 제고와 양육 문제,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,고령화 저출산 문제 해결,노무현(16대),국민통합은 이 시대의 가장 중요한 숙제입니다,그렇지 않다,보통,그렇지 않다,그렇지 않다,중하위,진보,남자,30.0,경북,무직/실업상태,200만원~300만원 미만,대학교 (4년제) 졸업,1.143
653.0,각종 의혹 해소,대체로 관심이 있다,공정,정의,혁신,사회 불공정 타파,부정부패 척결,사회갈등 해소를 위한 국민 통합,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,경제 양극화 해소,이명박(17대),실용의 시대,보통,보통,그렇지 않다,그렇지 않다,중위,보수,남자,30.0,경기,"군인, 경찰",200만원~300만원 미만,대학교 (4년제) 재학,1.031
654.0,국가 비전 제시,대체로 관심이 있다,공정,인권,정의,일자리 창출 등 경제 활성화,부동산 안정,출산율 제고와 양육 문제,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,경제 양극화 해소,김대중(15대),용서,그렇다,보통,전혀 그렇지 않다,그렇지 않다,중위,진보,여자,71.0,서울,전업 주부,400만원~500만원 미만,"대학(2,3년제) 졸업",1.143
655.0,국민 통합,매우 관심이 있다,상생,안전,통합,사회갈등 해소를 위한 국민 통합,부동산 안정,일자리 창출 등 경제 활성화,지역 균형 발전,고령화 저출산 문제 해결,"차별, 혐오 등 사회 불평등 해소",박정희(5~9대),한강의 기적은 반드시 이루어진다,보통,보통,그렇지 않다,그렇지 않다,중하위,중도,남자,68.0,부산,무직/실업상태,100만원 미만,대학교 (4년제) 졸업,1.136
656.0,국가 비전 제시,대체로 관심이 있다,회복,혁신,상생,일자리 창출 등 경제 활성화,부정부패 척결,물가 및 서민 생활 안정,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,신규 일자리 창출,김대중(15대),편화 안정,전혀 그렇지 않다,그렇지 않다,그렇다,그렇지 않다,하위,보수,남자,70.0,서울,자영업주(9인이하 고용),100만원~200만원 미만,고등학교 졸업,1.35
657.0,공약 실천 방안 마련,매우 관심이 있다,상생,혁신,회복,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,정치 제도 개혁,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",신성장동력 첨단기술 육성,노무현(16대),진정으로 국민이 주인인 정치가 구현되어야한다,보통,보통,보통,보통,중하위,진보,남자,37.0,부산,판매직,300만원~400만원 미만,대학교 (4년제) 졸업,0.765
658.0,국가 비전 제시,매우 관심이 있다,평화,혁신,인권,사회갈등 해소를 위한 국민 통합,부정부패 척결,국제외교 및 남북관계 긴장 완화,한반도 평화와 통일 프로세스 구축,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,문재인(19대),부평등해소남북관계개선사회혁신등등~~,그렇다,전혀 그렇지 않다,그렇지 않다,보통,하위,매우 진보,남자,64.0,서울,무직/실업상태,200만원~300만원 미만,중학교 졸업,1.35
659.0,각종 의혹 해소,매우 관심이 있다,공정,정의,회복,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부정부패 척결,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",박정희(5~9대),잘살아보세,그렇지 않다,보통,보통,그렇지 않다,중위,중도,여자,52.0,서울,전업 주부,400만원~500만원 미만,"대학(2,3년제) 졸업",0.87
660.0,국가 비전 제시,매우 관심이 있다,혁신,상생,공정,일자리 창출 등 경제 활성화,지역 균형 발전,부동산 안정,신성장동력 첨단기술 육성,고령화 저출산 문제 해결,한반도 평화와 통일 프로세스 구축,문재인(19대),나라다운 나라.권력기관의 정치로 부터 독립.,보통,보통,그렇다,매우 그렇다,하위,진보,남자,59.0,경남,기술/기능직,300만원~400만원 미만,고등학교 졸업,0.654
661.0,각종 의혹 해소,매우 관심이 있다,공정,정의,통합,부정부패 척결,사회 불공정 타파,일자리 창출 등 경제 활성화,신규 일자리 창출,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",박정희(5~9대),민족 웅비의 부푼 꿈과 새로운 결의웅비의 시대,보통,보통,보통,매우 그렇다,중하위,중도,남자,51.0,경기,기술/기능직,200만원~300만원 미만,대학교 (4년제) 졸업,1.081
662.0,각종 의혹 해소,대체로 관심이 있다,상생,경제,회복,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,부정부패 척결,정치적 갈등 해소방안 마련,신성장동력 첨단기술 육성,경제 양극화 해소,없다,,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,중도,여자,59.0,경남,전업 주부,700만원~800만원 미만,고등학교 재학,1.308
663.0,공약 실천 방안 마련,대체로 관심이 있다,공정,인권,안전,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,의료 등 복지 향상,경제 양극화 해소,창의적 인재 육성을 위한 교육 개혁,"차별, 혐오 등 사회 불평등 해소",문재인(19대),국민과 눈높이를 맞추는 대통령이 되겠습니다.,보통,보통,그렇지 않다,그렇지 않다,중하위,잘 모름,여자,25.0,인천,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,고등학교 졸업,1.133
664.0,국민 통합,매우 관심이 있다,통합,정의,회복,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,부동산 안정,경제 양극화 해소,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,김대중(15대),IMF 국가 경제 위기를 맞아 정치보복이나 처단보다는 통합과 화해와 용서를 통해 국난극복을 이뤄야한다.,보통,보통,그렇지 않다,그렇지 않다,중하위,중도,남자,67.0,서울,자영업주(9인이하 고용),700만원~800만원 미만,대학교 (4년제) 졸업,1.35
665.0,국가 비전 제시,매우 관심이 있다,공정,혁신,인권,사회갈등 해소를 위한 국민 통합,부정부패 척결,정치 제도 개혁,신성장동력 첨단기술 육성,정치적 갈등 해소방안 마련,지역 균형 발전,김대중(15대),자유와 평등한 사회 공정하고 부폐없는 사회로 만들자,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중위,진보,남자,71.0,광주,무직/실업상태,200만원~300만원 미만,대학원 졸업,0.905
666.0,국가 비전 제시,별로 관심이 없다,정의,안전,회복,사회 불공정 타파,물가 및 서민 생활 안정,지역 균형 발전,지역 균형 발전,고령화 저출산 문제 해결,경제 양극화 해소,노무현(16대),지방분권과 국가균형발전반칙과 특권이 용납되는 시대는 끝이 나야한다는.,전혀 그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,중도,여자,60.0,부산,무직/실업상태,100만원~200만원 미만,대학교 (4년제) 졸업,1.034
667.0,국가 비전 제시,대체로 관심이 있다,혁신,통합,정의,물가 및 서민 생활 안정,국제외교 및 남북관계 긴장 완화,일자리 창출 등 경제 활성화,신규 일자리 창출,경제 양극화 해소,고령화 저출산 문제 해결,이명박(17대),경제를 발전시키고 사회를 통합하겠다 지구상에서 가난했던 나라가 경제 대국이되었다,보통,보통,그렇지 않다,보통,중위,중도,여자,63.0,서울,전문직(준전문직 포함),200만원~300만원 미만,대학교 (4년제) 졸업,1.143
668.0,국민 통합,매우 관심이 있다,정의,평화,통합,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,사회 불공정 타파,한류 문화 활성화,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,박정희(5~9대),경제발전 을 이루자,보통,보통,보통,그렇다,중위,보수,남자,52.0,강원,기술/기능직,600만원~700만원 미만,대학교 (4년제) 졸업,1.081
669.0,각종 의혹 해소,매우 관심이 있다,공정,정의,통합,사회 불공정 타파,부정부패 척결,부동산 안정,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,정치적 갈등 해소방안 마련,이명박(17대),더 큰 대한민국,매우 그렇다,보통,그렇다,그렇다,중상위,중도,남자,38.0,서울,자영업주(9인이하 고용),800만원 이상,대학교 (4년제) 졸업,1.059
670.0,국가 비전 제시,대체로 관심이 있다,상생,통합,혁신,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,경제 양극화 해소,지역 균형 발전,신규 일자리 창출,문재인(19대),"기회는 평등, 과정은 공정",그렇다,그렇다,그렇다,그렇다,중위,진보,남자,45.0,부산,자영업주(9인이하 고용),600만원~700만원 미만,대학교 (4년제) 졸업,0.941
671.0,공약 실천 방안 마련,매우 관심이 있다,공정,안전,평화,부동산 안정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,박정희(5~9대),새마을 운동,매우 그렇다,매우 그렇다,보통,그렇다,중하위,중도,여자,60.0,경기,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,1.019
672.0,국민 통합,대체로 관심이 있다,회복,통합,안전,일자리 창출 등 경제 활성화,의료 등 복지 향상,사회 불공정 타파,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,노무현(16대),호혜평등,보통,보통,전혀 그렇지 않다,그렇다,중위,중도,여자,49.0,서울,자영업주(9인이하 고용),400만원~500만원 미만,대학교 (4년제) 졸업,1.0
673.0,국가 비전 제시,대체로 관심이 있다,회복,혁신,상생,물가 및 서민 생활 안정,부동산 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,신규 일자리 창출,신성장동력 첨단기술 육성,이명박(17대),대한민국은 꿈꿀수있는 나라입니다. 모두가 꿈을 꾸고 이룰수있도록 노력합시다.,그렇다,보통,보통,보통,중위,보수,여자,57.0,서울,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,대학교 (4년제) 졸업,0.87
674.0,국민 통합,매우 관심이 있다,통합,공정,회복,사회갈등 해소를 위한 국민 통합,물가 및 서민 생활 안정,입시 제도 등 교육 개혁,경제 양극화 해소,고령화 저출산 문제 해결,창의적 인재 육성을 위한 교육 개혁,김대중(15대),잘못은 지도층이 저질러놓고 고통은 죄없는 국민이 당한 것,그렇지 않다,보통,그렇지 않다,그렇다,중위,중도,남자,53.0,경기,"사무직(회사원, 일반공무원 등)",700만원~800만원 미만,대학교 (4년제) 졸업,1.081
675.0,각종 의혹 해소,별로 관심이 없다,안전,상생,회복,출산율 제고와 양육 문제,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,정치적 갈등 해소방안 마련,없다,없음/무응답/기억안남,보통,보통,전혀 그렇지 않다,전혀 그렇지 않다,중위,중도,남자,41.0,경기,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,"대학(2,3년제) 졸업",0.784
676.0,국민 통합,대체로 관심이 있다,정의,공정,통합,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,국제외교 및 남북관계 긴장 완화,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,정치적 갈등 해소방안 마련,전두환(11~12대),정의 사회 구현,그렇지 않다,그렇지 않다,그렇지 않다,보통,중위,보수,남자,73.0,경북,기타,300만원~400만원 미만,대학원 졸업,0.773
677.0,각종 의혹 해소,대체로 관심이 있다,정의,회복,인권,물가 및 서민 생활 안정,부동산 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,노무현(16대),"시장과 제도를 세계 기준에 맞게 공정하고 투명하게 개혁해 기업하기좋은 나라,투자하고 싶은 나라로 만들고자 합니다.",그렇다,보통,그렇지 않다,그렇지 않다,중하위,잘 모름,여자,39.0,대구,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,대학교 (4년제) 졸업,0.875
678.0,국가 비전 제시,대체로 관심이 있다,공정,회복,상생,정치 제도 개혁,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,고령화 저출산 문제 해결,노무현(16대),맞고요,보통,그렇다,그렇지 않다,그렇지 않다,중하위,중도,남자,38.0,충남,생산직,200만원~300만원 미만,대학교 (4년제) 졸업,0.625
679.0,공약 실천 방안 마련,대체로 관심이 있다,공정,인권,평화,물가 및 서민 생활 안정,사회 불공정 타파,부동산 안정,고령화 저출산 문제 해결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",없다,,매우 그렇다,그렇다,그렇다,그렇다,중하위,진보,남자,41.0,서울,기타,100만원 미만,대학교 (4년제) 졸업,1.118
680.0,국가 비전 제시,전혀 관심이 없다,회복,정의,상생,출산율 제고와 양육 문제,일자리 창출 등 경제 활성화,정치 제도 개혁,고령화 저출산 문제 해결,지역 균형 발전,창의적 인재 육성을 위한 교육 개혁,문재인(19대),기회는 평등할 것입니다 과정은 공정할 것입니다 결과눈 정의로울 것입니다,보통,보통,보통,그렇지 않다,중위,중도,남자,46.0,부산,자영업주(9인이하 고용),500만원~600만원 미만,대학교 (4년제) 졸업,0.941
681.0,국민 통합,매우 관심이 있다,통합,정의,공정,물가 및 서민 생활 안정,부동산 안정,사회 불공정 타파,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,정치적 갈등 해소방안 마련,노무현(16대)," 국민과 함께하는 민주주의  ,   정치부터 바꾸야 합니다",보통,보통,보통,보통,중상위,중도,남자,64.0,부산,전문직(준전문직 포함),400만원~500만원 미만,대학원 졸업,1.136
682.0,공약 실천 방안 마련,별로 관심이 없다,정의,평화,공정,일자리 창출 등 경제 활성화,정치 제도 개혁,사회 불공정 타파,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,신규 일자리 창출,없다,,보통,그렇지 않다,보통,보통,하위,잘 모름,남자,51.0,서울,무직/실업상태,100만원 미만,고등학교 졸업,0.905
683.0,각종 의혹 해소,대체로 관심이 있다,정의,회복,인권,부정부패 척결,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,없다,없음/무응답/기억안남,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,진보,여자,32.0,대구,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,0.875
684.0,공약 실천 방안 마련,별로 관심이 없다,공정,정의,안전,부동산 안정,출산율 제고와 양육 문제,물가 및 서민 생활 안정,신성장동력 첨단기술 육성,정치적 갈등 해소방안 마련,지역 균형 발전,박정희(5~9대),조국근대화,그렇지 않다,그렇지 않다,그렇지 않다,전혀 그렇지 않다,중하위,진보,남자,67.0,전남,기타,400만원~500만원 미만,대학교 (4년제) 졸업,0.905
685.0,국민 통합,대체로 관심이 있다,공정,정의,통합,물가 및 서민 생활 안정,부동산 안정,부정부패 척결,정치적 갈등 해소방안 마련,한류 문화 활성화,경제 양극화 해소,없다,없음/무응답/기억안남,보통,보통,그렇지 않다,그렇지 않다,중위,진보,여자,65.0,서울,전업 주부,200만원~300만원 미만,"대학(2,3년제) 졸업",1.143
686.0,국가 비전 제시,매우 관심이 있다,혁신,공정,인권,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,출산율 제고와 양육 문제,신규 일자리 창출,신성장동력 첨단기술 육성,고령화 저출산 문제 해결,노무현(16대),지금의 유럽연합과 같은 평화와 공생의 질서가 동북아에도 구축되어야 한다,그렇다,보통,그렇다,그렇다,중위,중도,남자,51.0,경기,전문직(준전문직 포함),600만원~700만원 미만,대학원 졸업,1.081
687.0,국민 통합,대체로 관심이 있다,상생,평화,안전,부동산 안정,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,경제 양극화 해소,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,김대중(15대),경제회복 imf극복하기,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,진보,여자,65.0,강원,전업 주부,300만원~400만원 미만,"대학(2,3년제) 졸업",1.019
688.0,국민 통합,별로 관심이 없다,공정,혁신,상생,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,신성장동력 첨단기술 육성,고령화 저출산 문제 해결,경제 양극화 해소,노무현(16대),공정한 사회,보통,보통,그렇지 않다,그렇지 않다,중하위,중도,여자,67.0,강원,전업 주부,400만원~500만원 미만,"대학(2,3년제) 졸업",1.019
689.0,국가 비전 제시,별로 관심이 없다,상생,통합,회복,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,경제 양극화 해소,신규 일자리 창출,한류 문화 활성화,박정희(5~9대),민족적 주체성과 경제자립..,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,하위,중도,여자,64.0,부산,기타,100만원~200만원 미만,고등학교 졸업,1.034
690.0,국가 비전 제시,대체로 관심이 있다,통합,평화,안전,부동산 안정,정치 제도 개혁,사회 불공정 타파,창의적 인재 육성을 위한 교육 개혁,한반도 평화와 통일 프로세스 구축,신규 일자리 창출,노무현(16대),부끄러운 줄 알아야지,매우 그렇다,그렇다,그렇다,그렇다,중위,중도,남자,27.0,경기,무직/실업상태,100만원 미만,"대학(2,3년제) 졸업",0.74
691.0,공약 실천 방안 마련,대체로 관심이 있다,공정,안전,회복,사회 불공정 타파,부동산 안정,부정부패 척결,신성장동력 첨단기술 육성,고령화 저출산 문제 해결,신규 일자리 창출,이명박(17대),경제를 발전시키겠다,보통,그렇지 않다,그렇지 않다,보통,중하위,보수,남자,40.0,경기,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,0.784
693.0,국민 통합,별로 관심이 없다,상생,정의,안전,사회 불공정 타파,지역 균형 발전,출산율 제고와 양육 문제,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,없다,,전혀 그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,잘 모름,여자,56.0,전남,전업 주부,100만원~200만원 미만,대학교 (4년제) 졸업,0.923
694.0,국민 통합,대체로 관심이 있다,정의,회복,통합,부동산 안정,사회 불공정 타파,정치 제도 개혁,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",한류 문화 활성화,문재인(19대),이번 선거에서는 승자도 패자도 없습니다. 우리는 새로운 대한민국을 함께 이끌어가야 할 동반자입니다.,매우 그렇다,보통,전혀 그렇지 않다,보통,중하위,진보,여자,26.0,서울,판매직,100만원 미만,"대학(2,3년제) 졸업",0.875
695.0,공약 실천 방안 마련,대체로 관심이 있다,혁신,상생,평화,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,국제외교 및 남북관계 긴장 완화,경제 양극화 해소,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",없다,,보통,보통,그렇지 않다,그렇지 않다,중상위,중도,남자,25.0,경기,무직/실업상태,800만원 이상,대학교 (4년제) 졸업,0.74
696.0,공약 실천 방안 마련,대체로 관심이 있다,회복,상생,혁신,물가 및 서민 생활 안정,부동산 안정,부정부패 척결,경제 양극화 해소,지역 균형 발전,한류 문화 활성화,노무현(16대),우리는 마음만 합치면 기적을 이루어내는 국민이다,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,중도,여자,42.0,경기,자영업주(9인이하 고용),500만원~600만원 미만,고등학교 졸업,0.884
697.0,국민 통합,매우 관심이 있다,공정,상생,통합,사회갈등 해소를 위한 국민 통합,지역 균형 발전,부동산 안정,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,고령화 저출산 문제 해결,문재인(19대),상식이 통하는 사회,그렇지 않다,전혀 그렇지 않다,보통,그렇지 않다,중하위,진보,남자,51.0,전남,서비스직,200만원~300만원 미만,고등학교 졸업,0.824
698.0,국민 통합,대체로 관심이 있다,안전,상생,통합,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,의료 등 복지 향상,신규 일자리 창출,경제 양극화 해소,신성장동력 첨단기술 육성,김영삼(14대),"우리에게 새로운 결단, 새로운 출발을 요구하고 있습니다.",그렇다,그렇다,그렇다,그렇다,중위,중도,남자,33.0,서울,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,1.059
699.0,국가 비전 제시,매우 관심이 있다,평화,상생,정의,정치 제도 개혁,부정부패 척결,국제외교 및 남북관계 긴장 완화,지역 균형 발전,경제 양극화 해소,한반도 평화와 통일 프로세스 구축,문재인(19대),"권위적 대통령 문화를 청산하고, 국민과 수시로 소통하는 대통령이자 깨끗한 대통령, 약속을 지키는 솔직한 대통령",그렇다,그렇다,보통,그렇다,중하위,매우 진보,남자,56.0,서울,기술/기능직,500만원~600만원 미만,고등학교 졸업,0.905
700.0,공약 실천 방안 마련,별로 관심이 없다,혁신,회복,통합,물가 및 서민 생활 안정,의료 등 복지 향상,일자리 창출 등 경제 활성화,경제 양극화 해소,지역 균형 발전,신규 일자리 창출,없다,,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,중위,보수,여자,39.0,경남,전문직(준전문직 포함),100만원 미만,대학교 (4년제) 졸업,0.688
701.0,국민 통합,대체로 관심이 있다,상생,회복,통합,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,한반도 평화와 통일 프로세스 구축,없다,,그렇지 않다,보통,그렇지 않다,보통,중하위,진보,남자,34.0,경기,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학원 졸업,1.031
702.0,각종 의혹 해소,매우 관심이 있다,회복,안전,상생,부동산 안정,지역 균형 발전,일자리 창출 등 경제 활성화,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,지역 균형 발전,이명박(17대),이념의 시대를 넘어 실용의 시대로 나아가야 합니다,전혀 그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,중도,남자,35.0,서울,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,"대학(2,3년제) 졸업",1.059
703.0,국가 비전 제시,별로 관심이 없다,회복,상생,평화,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,지역 균형 발전,신성장동력 첨단기술 육성,지역 균형 발전,경제 양극화 해소,박정희(5~9대),내 일생 조국과 민족을 위하여,그렇다,그렇다,그렇다,그렇다,중위,보수,남자,52.0,대구,무직/실업상태,200만원~300만원 미만,대학교 (4년제) 졸업,0.786
704.0,국가 비전 제시,대체로 관심이 있다,정의,통합,혁신,부정부패 척결,사회갈등 해소를 위한 국민 통합,국제외교 및 남북관계 긴장 완화,경제 양극화 해소,한반도 평화와 통일 프로세스 구축,창의적 인재 육성을 위한 교육 개혁,김대중(15대),잘못은 지도층이 하고 책임을 지지 않는 것 고치기농업을 중시해야 한는 것민주주의와 시장경제 공존문화산업 활성화,그렇다,그렇다,보통,그렇다,중위,진보,여자,58.0,전남,전문직(준전문직 포함),400만원~500만원 미만,대학원 졸업,0.923
705.0,국민 통합,대체로 관심이 있다,안전,공정,회복,부동산 안정,출산율 제고와 양육 문제,물가 및 서민 생활 안정,고령화 저출산 문제 해결,지역 균형 발전,"차별, 혐오 등 사회 불평등 해소",없다,없음/무응답/기억안남,보통,보통,그렇지 않다,그렇지 않다,중위,진보,여자,20.0,인천,학생,모름,"대학(2,3년제) 졸업",1.133
706.0,공약 실천 방안 마련,별로 관심이 없다,회복,통합,공정,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,물가 및 서민 생활 안정,신규 일자리 창출,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,김대중(15대),민주화,보통,그렇다,그렇다,보통,중위,진보,여자,59.0,경기,"사무직(회사원, 일반공무원 등)",700만원~800만원 미만,고등학교 졸업,0.975
707.0,국민 통합,매우 관심이 있다,정의,상생,공정,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,지역 균형 발전,경제 양극화 해소,신성장동력 첨단기술 육성,신규 일자리 창출,없다,없음/무응답/기억안남,보통,보통,그렇지 않다,보통,중하위,중도,남자,65.0,인천,자영업주(9인이하 고용),600만원~700만원 미만,고등학교 졸업,1.143
708.0,국가 비전 제시,별로 관심이 없다,안전,상생,혁신,지역 균형 발전,출산율 제고와 양육 문제,일자리 창출 등 경제 활성화,경제 양극화 해소,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,없다,,매우 그렇다,그렇다,전혀 그렇지 않다,그렇지 않다,하위,진보,남자,33.0,경남,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학원 졸업,0.765
